order_id,gender_category,product_line,product_name,size,units_sold,mrp,discount_applied,revenue,order_date,sales_channel,region,profit
2049,Kids,Soccer,Tiempo Legend,L,1.0,7767.2,0.0,7767.2,2024-10-12,Retail,Pune,1165.08
2050,Men,Running,Air Zoom,L,1.0,6039.8633948635625,0.57,2597.141259791332,2024-10-12,Retail,Kolkata,-2536.742625842696
2051,Women,Basketball,Air Jordan,XL,2.0,6039.8633948635625,0.37,7610.227877528088,2024-01-05,Retail,Delhi,-2657.539893739968
2052,Men,Training,Flex Trainer,10,3.0,9155.96,0.0,27467.88,2024-10-08,Retail,Pune,4120.182000000001
2053,Men,Lifestyle,Air Force 1,XL,3.0,6009.58,0.0,18028.74,2024-10-02,Online,Delhi,2704.310999999998
2054,Women,Training,Flex Trainer,11,-1.0,6039.8633948635625,0.0,0.0,2025-06-23,Online,Mumbai,5133.883885634028
2055,Men,Basketball,Kyrie Flytrap,L,2.0,6039.8633948635625,0.0,12079.726789727123,2024-10-26,Online,Hyderbad,1811.9590184590688
2056,Men,Running,React Infinity,L,3.0,6039.8633948635625,0.0,18119.59018459069,2024-05-31,Retail,Bangalore,2717.938527688604
2048,Men,Lifestyle,Waffle One,M,3.0,6216.29,0.94,1118.93,2024-09-14,Online,Mumbai,-14732.6095
2058,Women,Training,Flex Trainer,11,2.0,4985.92,0.0,9971.84,2024-10-12,Online,Kolkata,1495.7759999999998
2059,Kids,Soccer,Phantom GT,nan,-1.0,9507.54,0.0,0.0,2023-12-27,Retail,Delhi,6408.8596649999945
2060,Men,Lifestyle,Waffle One,L,2.0,7979.26,0.0,15958.52,2024-07-11,Online,Bengaluru,2393.778
2061,Women,Basketball,LeBron 20,L,2.0,6039.8633948635625,0.0,12079.726789727123,2024-10-09,Online,Mumbai,1811.9590184590688
2062,Men,Basketball,Air Jordan,nan,2.0,6039.8633948635625,0.0,12079.726789727123,2025-06-06,Online,Bangalore,1811.9590184590688
2063,Women,Basketball,Air Jordan,M,1.0,9751.0,0.16,8190.84,2024-06-09,Retail,Pune,-97.51000000000022
2064,Kids,Running,React Infinity,L,2.0,7557.71,0.0,15115.42,2025-03-02,Online,Bangalore,2267.313
2065,Women,Lifestyle,Waffle One,10,2.0,6039.8633948635625,0.78,2657.5398937399677,2024-02-11,Retail,Hyd,-7610.227877528088
2066,Men,Soccer,Phantom GT,XL,-1.0,5259.05,0.0,0.0,2024-12-10,Online,Mumbai,4470.1925
2067,Kids,Basketball,LeBron 20,L,4.0,3588.38,0.0,14353.52,2025-06-05,Online,Kolkata,2153.028
2068,Men,Running,Free RN,nan,4.0,2553.29,0.0,10213.16,2024-12-05,Retail,Mumbai,1531.9740000000002
2069,Women,Training,SuperRep Go,nan,2.0,7502.24,0.0,15004.48,2025-07-14,Online,Pune,2250.6720000000005
2070,Kids,Running,React Infinity,L,2.0,6039.8633948635625,0.0,12079.726789727123,2024-10-12,Retail,Mumbai,1811.9590184590688
2071,Kids,Lifestyle,Blazer Mid,M,3.0,7849.81,0.49,12010.21,2025-01-12,Retail,Pune,-8006.805500000002
2072,Men,Training,Flex Trainer,nan,3.0,6039.8633948635625,0.0,18119.59018459069,2024-10-12,Retail,Pune,2717.938527688604
2073,Women,Lifestyle,Blazer Mid,12,4.0,6039.8633948635625,0.85,3623.918036918138,2024-03-11,Online,Hyd,-16911.617505617975
2074,Men,Training,Flex Trainer,L,-1.0,6039.8633948635625,0.57,0.0,2024-10-12,Online,Kolkata,5133.883885634028
2075,Kids,Basketball,Air Jordan,L,4.0,4251.74,0.0,17006.96,2025-07-14,Online,Pune,2551.044
2076,Women,Training,ZoomX Invincible,11,2.0,6039.8633948635625,0.0,12079.726789727123,2024-10-13,Retail,Bengaluru,1811.9590184590688
2077,Men,Training,ZoomX Invincible,L,2.0,6039.8633948635625,0.0,12079.726789727123,2023-11-21,Online,Pune,1811.9590184590688
2078,Women,Basketball,LeBron 20,nan,0.0,6970.47,0.0,0.0,2024-10-12,Online,Mumbai,0.0
2079,Men,Running,Pegasus Turbo,XL,-1.0,4322.06,0.0,0.0,2025-01-19,Online,Bengaluru,3673.751
2080,Men,Lifestyle,Blazer Mid,L,2.0,6039.8633948635625,0.0,12079.726789727123,2025-03-31,Online,Bangalore,1811.9590184590688
2081,Men,Training,ZoomX Invincible,L,2.0,6039.8633948635625,0.0,12079.726789727123,2024-10-12,Online,Mumbai,1811.9590184590688
2028,Men,Running,Free RN,nan,-1.0,6039.8633948635625,0.21,0.0,2024-02-14,Online,Hyderabad,5133.883885634028
2083,Men,Running,Free RN,nan,2.0,9291.74,0.0,18583.48,2024-10-14,Retail,Delhi,2787.522000000001
2084,Men,Training,Metcon 7,M,2.0,6039.8633948635625,0.0,12079.726789727123,2023-12-24,Online,Mumbai,1811.9590184590688
2085,Men,Basketball,Kyrie Flytrap,nan,2.0,7561.85,0.0,15123.7,2024-12-17,Retail,Kolkata,2268.5550000000003
2086,Men,Soccer,Mercurial Superfly,L,0.0,6039.8633948635625,0.45,0.0,2024-10-11,Online,Kolkata,0.0
2087,Kids,Basketball,Zoom Freak,nan,2.0,4656.28,0.0,9312.56,2024-11-01,Online,Kolkata,1396.884
2088,Women,Running,Free RN,XL,4.0,6039.8633948635625,0.0,24159.45357945425,2025-04-26,Online,Bangalore,3623.9180369181377
2089,Women,Training,Flex Trainer,L,2.0,6874.77,0.6,5499.82,2024-02-12,Online,Mumbai,-6187.289000000001
2090,Kids,Lifestyle,Dunk Low,8,2.0,6039.8633948635625,0.0,12079.726789727123,2024-10-12,Retail,Bangalore,1811.9590184590688
2091,Kids,Running,Air Zoom,11,2.0,9246.88,0.0,18493.76,2024-10-12,Retail,Mumbai,2774.0640000000003
2092,Kids,Basketball,Zoom Freak,XL,2.0,6039.8633948635625,1.13,-1570.364482664525,2024-10-12,Online,Delhi,-11838.13225393258
2093,Men,Running,Free RN,XL,0.0,6039.8633948635625,0.29,0.0,2024-10-12,Online,Kolkata,0.0
2094,Kids,Training,Flex Trainer,10,1.0,4276.36,0.0,4276.36,2024-10-11,Retail,Delhi,641.4540000000002
2095,Men,Lifestyle,Waffle One,M,2.0,6039.8633948635625,0.0,12079.726789727123,2024-10-16,Online,Delhi,1811.9590184590688
2096,Men,Running,Pegasus Turbo,XL,2.0,6039.8633948635625,0.0,12079.726789727123,2024-12-24,Online,Kolkata,1811.9590184590688
2097,Women,Training,ZoomX Invincible,XL,2.0,7978.89,0.0,15957.78,2024-10-12,Online,Bangalore,2393.6670000000013
2098,Men,Training,ZoomX Invincible,L,2.0,5690.69,0.69,3528.227800000001,2024-01-24,Online,Hyderbad,-6145.945199999998
2099,Kids,Soccer,Mercurial Superfly,M,2.0,6039.8633948635625,0.32,8214.214217014443,2025-01-02,Retail,Mumbai,-2053.5535542536127
2100,Kids,Soccer,Phantom GT,8,1.0,5937.52,0.0,5937.52,2025-07-11,Retail,Mumbai,890.6280000000006
2101,Kids,Running,Free RN,XL,2.0,2186.9894000000004,0.0,4020.14,2025-07-03,Online,Hyderabad,603.0210000000002
2102,Women,Soccer,Mercurial Superfly,XL,-1.0,6039.8633948635625,0.77,0.0,2025-10-04,Online,Pune,5133.883885634028
2103,Women,Basketball,LeBron 20,XL,-1.0,6777.88,0.0,0.0,2025-01-08,Online,Kolkata,5761.198
2104,Men,Basketball,Kyrie Flytrap,nan,2.0,6039.8633948635625,0.0,12079.726789727123,2024-10-12,Retail,Delhi,1811.9590184590688
2105,Kids,Training,Metcon 7,nan,2.0,5744.7,0.0,11489.4,2024-11-17,Retail,Mumbai,1723.41
2106,Women,Running,Free RN,nan,2.0,6039.8633948635625,0.0,12079.726789727123,2024-10-12,Retail,Bengaluru,1811.9590184590688
2107,Women,Running,React Infinity,M,4.0,6039.8633948635625,0.0,24159.45357945425,2024-08-30,Online,Hyd,3623.9180369181377
2108,Kids,Lifestyle,Air Force 1,XL,2.0,6039.8633948635625,0.27,8818.2005565008,2024-11-15,Retail,Mumbai,-1449.5672147672558
2109,Kids,Basketball,Zoom Freak,M,0.0,6039.8633948635625,0.0,0.0,2025-01-29,Retail,Kolkata,0.0
2110,Kids,Running,Air Zoom,12,1.0,6039.8633948635625,0.42,3503.120769020866,2024-12-25,Retail,Pune,-1630.7631166131614
2111,Men,Lifestyle,Waffle One,nan,2.0,6039.8633948635625,1.14,-1691.1617505617962,2024-11-21,Retail,Bengaluru,-11958.929521829852
2112,Women,Training,Metcon 7,nan,2.0,2201.54,0.0,4403.08,2024-10-12,Retail,Bengaluru,660.462
2113,Women,Basketball,Air Jordan,XL,2.0,3939.34,0.0,7878.68,2023-12-19,Retail,Pune,1181.8020000000006
2114,Women,Training,Flex Trainer,XL,1.0,3167.33,0.53,1488.65,2024-10-12,Retail,Pune,-1203.5804999999996
2115,Kids,Soccer,Phantom GT,6,2.0,7607.45,0.0,15214.9,2024-10-12,Online,Kolkata,2282.2350000000006
2116,Women,Basketball,LeBron 20,nan,2.0,4038.32,1.13,-1049.9631999999992,2024-08-27,Online,Hyderabad,-7915.107199999999
2117,Women,Training,SuperRep Go,L,0.0,7645.96,0.0,0.0,2024-10-30,Online,Pune,0.0
2118,Kids,Basketball,Zoom Freak,XL,2.0,8426.54,0.0,16853.08,2023-09-21,Online,Hyderbad,2527.9620000000014
2119,Women,Training,Metcon 7,11,-1.0,6039.8633948635625,0.41,0.0,2025-05-04,Retail,Kolkata,5133.883885634028
2120,Men,Soccer,Phantom GT,12,2.0,6039.8633948635625,0.0,12079.726789727123,2024-12-14,Retail,Pune,1811.9590184590688
2000,Kids,Running,React Infinity,M,-1.0,6039.8633948635625,0.0,0.0,2023-11-20,Retail,Kolkata,5133.883885634028
2122,Kids,Soccer,Mercurial Superfly,nan,0.0,6039.8633948635625,0.0,0.0,2024-10-12,Retail,Bengaluru,0.0
2123,Men,Running,Air Zoom,L,2.0,6039.8633948635625,0.0,12079.726789727123,2024-09-15,Retail,Hyd,1811.9590184590688
2124,Kids,Basketball,Kyrie Flytrap,L,2.0,6436.11,1.22,-2960.1968,2025-04-07,Online,Kolkata,-14030.7198
2125,Women,Soccer,Tiempo Legend,M,2.0,6039.8633948635625,0.0,12079.726789727123,2024-10-12,Retail,Hyderabad,1811.9590184590688
2126,Kids,Running,Pegasus Turbo,L,-1.0,5399.58,0.0,0.0,2024-12-14,Retail,Pune,4589.643
2127,Men,Training,Metcon 7,L,-1.0,4020.5,0.0,0.0,2023-08-19,Online,Mumbai,3417.425
2128,Women,Basketball,LeBron 20,L,2.0,8750.71,0.0,17501.42,2024-10-12,Retail,Bangalore,2625.213
2129,Men,Basketball,Zoom Freak,9,2.0,6039.8633948635625,0.0,12079.726789727123,2024-10-12,Retail,Delhi,1811.9590184590688
2130,Men,Soccer,Premier III,10,3.0,6039.8633948635625,0.24,13770.888540288925,2024-09-14,Online,Bengaluru,-1630.7631166131614
2131,Kids,Running,Free RN,XL,2.0,5561.82,0.0,11123.64,2024-10-12,Retail,Mumbai,1668.5460000000005
2132,Men,Running,Free RN,L,2.0,6039.8633948635625,0.0,12079.726789727123,2024-10-12,Online,Delhi,1811.9590184590688
2133,Men,Training,Metcon 7,XL,2.0,6789.53,0.0,13579.06,2024-10-10,Retail,Pune,2036.8590000000004
2134,Men,Training,ZoomX Invincible,M,2.0,4738.62,0.0,9477.24,2024-06-08,Online,Hyderabad,1421.5860000000002
2135,Men,Basketball,Zoom Freak,L,2.0,9106.61,0.74,4735.44,2024-11-03,Retail,Hyderbad,-10745.797000000002
2136,Kids,Training,ZoomX Invincible,L,1.0,6039.8633948635625,0.0,6039.8633948635625,2024-09-15,Online,Pune,905.9795092295344
2137,Men,Soccer,Phantom GT,nan,0.0,5222.02,0.95,0.0,2025-01-12,Online,Delhi,0.0
2138,Men,Running,Pegasus Turbo,11,2.0,8055.2,0.0,16110.4,2025-06-14,Online,Mumbai,2416.5599999999995
2139,Women,Basketball,Air Jordan,M,2.0,6039.8633948635625,0.0,12079.726789727123,2025-06-19,Retail,Mumbai,1811.9590184590688
2140,Men,Basketball,Zoom Freak,M,2.0,6765.74,0.0,13531.48,2025-04-28,Online,Bangalore,2029.722
2141,Kids,Soccer,Tiempo Legend,nan,2.0,6039.8633948635625,1.1,-1207.9726789727135,2023-11-22,Retail,Kolkata,-11475.74045024077
2142,Kids,Soccer,Mercurial Superfly,nan,2.0,6039.8633948635625,0.0,12079.726789727123,2024-10-03,Retail,Kolkata,1811.9590184590688
2143,Kids,Training,ZoomX Invincible,L,-1.0,6039.8633948635625,0.0,0.0,2025-03-10,Online,Delhi,5133.883885634028
2144,Women,Lifestyle,Waffle One,nan,4.0,6039.8633948635625,0.0,24159.45357945425,2025-03-30,Online,Kolkata,3623.9180369181377
2145,Men,Lifestyle,Blazer Mid,6,0.0,6039.8633948635625,0.67,0.0,2024-07-30,Online,Bangalore,0.0
2146,Kids,Basketball,Air Jordan,XL,2.0,6039.8633948635625,1.12,-1449.5672147672562,2025-02-15,Retail,Mumbai,-11717.334986035312
2147,Women,Soccer,Phantom GT,XL,-1.0,6039.8633948635625,0.0,0.0,2024-09-14,Online,Hyderabad,5133.883885634028
2148,Men,Basketball,Kyrie Flytrap,nan,2.0,6039.8633948635625,0.0,12079.726789727123,2025-06-19,Online,Hyd,1811.9590184590688
2149,Women,Running,Pegasus Turbo,nan,2.0,6039.8633948635625,0.0,12079.726789727123,2025-05-20,Online,Kolkata,1811.9590184590688
2150,Women,Basketball,LeBron 20,M,2.0,3313.21,0.48,3445.74,2025-06-07,Online,Bengaluru,-2186.717000000001
2151,Kids,Soccer,Tiempo Legend,L,4.0,5619.75,0.0,22479.0,2025-05-27,Online,Bengaluru,3371.850000000002
2152,Women,Running,Free RN,8,2.0,6039.8633948635625,0.0,12079.726789727123,2024-10-12,Online,Bengaluru,1811.9590184590688
2153,Men,Running,React Infinity,nan,0.0,6039.8633948635625,0.09,0.0,2024-08-18,Retail,Pune,0.0
2154,Kids,Lifestyle,Blazer Mid,XL,2.0,2963.16,0.0,5926.32,2025-04-01,Online,Bangalore,888.9480000000003
2155,Men,Soccer,Phantom GT,nan,3.0,6039.8633948635625,0.0,18119.59018459069,2024-10-12,Online,Hyderbad,2717.938527688604
2156,Men,Soccer,Tiempo Legend,M,0.0,6039.8633948635625,0.0,0.0,2024-08-31,Online,Pune,0.0
2157,Kids,Soccer,Premier III,nan,1.0,6039.8633948635625,0.0,6039.8633948635625,2025-04-29,Online,Delhi,905.9795092295344
2158,Women,Running,React Infinity,M,-1.0,6039.8633948635625,0.5,0.0,2025-01-28,Online,Mumbai,5133.883885634028
2159,Women,Training,ZoomX Invincible,XL,2.0,3987.65,0.0,7975.3,2024-10-12,Retail,Delhi,1196.295
2160,Kids,Running,Air Zoom,XL,2.0,6039.8633948635625,0.0,12079.726789727123,2025-03-01,Retail,Mumbai,1811.9590184590688
2161,Kids,Lifestyle,Waffle One,M,0.0,5119.41,0.8,0.0,2024-10-12,Online,Pune,0.0
2162,Men,Lifestyle,Blazer Mid,8,2.0,7662.11,0.0,15324.22,2024-10-12,Online,Mumbai,2298.633
2163,Men,Lifestyle,Dunk Low,7,2.0,6039.8633948635625,1.22,-2899.1344295345098,2025-03-06,Retail,Hyderabad,-13166.902200802566
2164,Women,Soccer,Mercurial Superfly,8,0.0,6039.8633948635625,0.95,0.0,2024-10-23,Online,Pune,0.0
2165,Kids,Training,SuperRep Go,L,4.0,4577.65,0.0,18310.6,2024-11-11,Retail,Kolkata,2746.59
2166,Women,Lifestyle,Air Force 1,M,2.0,7312.38,0.0,14624.76,2025-01-02,Online,Mumbai,2193.714
2167,Men,Running,React Infinity,XL,3.0,3055.79,0.0,9167.37,2024-10-12,Retail,Mumbai,1375.1054999999997
2168,Women,Running,Pegasus Turbo,nan,2.0,6039.8633948635625,0.85,1811.959018459069,2024-08-01,Retail,Kolkata,-8455.808752808987
2169,Kids,Training,Flex Trainer,nan,4.0,4046.05,0.01,16022.36,2024-12-14,Retail,Delhi,2265.790000000001
2170,Kids,Lifestyle,Air Force 1,M,0.0,6039.8633948635625,0.0,0.0,2025-06-28,Online,Kolkata,0.0
2022,Women,Lifestyle,Air Force 1,L,2.0,9378.52,1.06,-1125.422400000001,2023-10-29,Retail,Mumbai,-17068.9064
2172,Women,Training,ZoomX Invincible,M,2.0,7988.99,1.2,-2960.1968,2024-12-17,Online,Bengaluru,-16776.878999999997
2173,Men,Running,Free RN,L,-1.0,6620.78,0.0,0.0,2025-03-29,Online,Bangalore,5627.663
2174,Women,Soccer,Phantom GT,L,2.0,3883.92,0.0,7767.84,2024-10-12,Retail,Pune,1165.1760000000004
2175,Women,Lifestyle,Blazer Mid,nan,2.0,6039.8633948635625,1.16,-1932.756286356339,2024-10-12,Online,Pune,-12200.524057624396
2176,Men,Soccer,Mercurial Superfly,nan,4.0,6039.8633948635625,0.0,24159.45357945425,2025-04-01,Online,Bengaluru,3623.9180369181377
2177,Women,Lifestyle,Waffle One,XL,2.0,6039.8633948635625,0.0,12079.726789727123,2025-06-27,Retail,Mumbai,1811.9590184590688
2178,Men,Running,Free RN,nan,1.0,6039.8633948635625,0.0,6039.8633948635625,2024-10-28,Retail,Bangalore,905.9795092295344
2179,Women,Training,ZoomX Invincible,M,3.0,6039.8633948635625,0.0,18119.59018459069,2024-01-26,Retail,Pune,2717.938527688604
2180,Women,Basketball,LeBron 20,XL,2.0,6039.8633948635625,0.0,12079.726789727123,2024-05-15,Online,Pune,1811.9590184590688
2181,Women,Lifestyle,Air Force 1,XL,2.0,6039.8633948635625,0.0,12079.726789727123,2025-01-06,Retail,Delhi,1811.9590184590688
2182,Kids,Basketball,Zoom Freak,11,2.0,7214.55,0.0,14429.1,2024-10-12,Online,Mumbai,2164.365
2183,Kids,Lifestyle,Waffle One,M,2.0,5389.56,0.0,10779.12,2024-10-12,Online,Pune,1616.8680000000004
2184,Men,Soccer,Mercurial Superfly,XL,4.0,6039.8633948635625,0.0,24159.45357945425,2024-10-12,Retail,Hyderabad,3623.9180369181377
2185,Women,Training,ZoomX Invincible,XL,4.0,4207.44,0.59,6900.2,2025-06-08,Online,Kolkata,-7405.095999999999
2186,Men,Running,React Infinity,nan,0.0,6039.8633948635625,0.0,0.0,2024-10-12,Retail,Bangalore,0.0
2187,Men,Running,React Infinity,L,2.0,7795.32,0.0,15590.64,2024-09-11,Online,Mumbai,2338.5959999999995
2188,Men,Running,React Infinity,L,-1.0,6039.8633948635625,0.0,0.0,2024-10-12,Online,Pune,5133.883885634028
2189,Men,Training,SuperRep Go,L,3.0,6039.8633948635625,0.9,1811.9590184590684,2024-10-02,Online,Hyd,-13589.692638443015
2190,Kids,Basketball,Kyrie Flytrap,L,2.0,4280.01,0.66,2910.4068,2024-10-12,Online,Delhi,-4365.6102
2191,Men,Lifestyle,Air Force 1,8,3.0,6039.8633948635625,0.0,18119.59018459069,2024-09-28,Retail,Pune,2717.938527688604
2192,Men,Basketball,Kyrie Flytrap,XL,-1.0,6039.8633948635625,0.0,0.0,2023-10-13,Retail,Delhi,5133.883885634028
2193,Women,Lifestyle,Waffle One,XL,-1.0,6039.8633948635625,1.22,0.0,2025-01-17,Retail,Delhi,5133.883885634028
2194,Men,Soccer,Mercurial Superfly,M,2.0,6196.01,0.0,12392.02,2024-10-27,Online,Hyderbad,1858.803
2195,Women,Training,SuperRep Go,nan,2.0,6039.8633948635625,0.51,5919.066126966291,2024-10-12,Online,Delhi,-4348.701644301765
2196,Kids,Soccer,Premier III,L,2.0,2708.73,0.0,5417.46,2025-06-30,Online,Delhi,812.6189999999997
2197,Kids,Training,ZoomX Invincible,L,3.0,6039.8633948635625,0.0,18119.59018459069,2024-10-06,Online,Bengaluru,2717.938527688604
2198,Men,Training,SuperRep Go,7,4.0,6039.8633948635625,0.65,8455.808752808987,2025-01-05,Online,Pune,-12079.726789727123
2199,Men,Soccer,Premier III,M,1.0,6039.8633948635625,0.0,6039.8633948635625,2024-10-12,Retail,Kolkata,905.9795092295344
2200,Men,Basketball,Air Jordan,9,3.0,5570.72,0.0,16712.16,2024-10-12,Online,Delhi,2506.8240000000005
2201,Women,Training,SuperRep Go,11,2.0,6039.8633948635625,0.0,12079.726789727123,2024-05-10,Online,Mumbai,1811.9590184590688
2202,Men,Basketball,Kyrie Flytrap,M,-1.0,7918.93,1.06,475.14,2025-07-04,Retail,Bangalore,6408.8596649999945
2203,Men,Lifestyle,Air Force 1,M,0.0,6903.22,0.0,0.0,2024-10-12,Online,Pune,0.0
2204,Men,Basketball,LeBron 20,7,2.0,7660.41,0.0,15320.82,2025-05-17,Online,Delhi,2298.123
2205,Women,Running,React Infinity,XL,0.0,6039.8633948635625,0.0,0.0,2025-04-24,Retail,Pune,0.0
2206,Men,Training,Flex Trainer,M,2.0,6039.8633948635625,0.0,12079.726789727123,2024-10-12,Online,Delhi,1811.9590184590688
2207,Women,Running,Pegasus Turbo,XL,2.0,6039.8633948635625,0.0,12079.726789727123,2024-10-12,Online,Hyderabad,1811.9590184590688
2208,Women,Basketball,LeBron 20,M,2.0,5172.62,0.97,310.35720000000026,2024-10-12,Retail,Hyderbad,-8483.0968
2209,Kids,Training,SuperRep Go,nan,2.0,6039.8633948635625,0.0,12079.726789727123,2024-09-01,Retail,Hyd,1811.9590184590688
